application_number,billed_entity_number,billed_entity_name,district,funding_year,certified_date,function,service_type,form_pdf,rfp_url
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643420-25260036N%20AZ%20ITN%20Document.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643425-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643424-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643421-Exhibit%20B%20Price%20Schedule%20v2.xlsx
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643422-Exhibit%20L%20DRAFT%20Service%20Agreement.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643423-25260036N%20AZ%20Addendum%201.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666542-25260036N%20AZ%20Addendum%202.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643420-25260036N%20AZ%20ITN%20Document.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643425-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643424-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643421-Exhibit%20B%20Price%20Schedule%20v2.xlsx
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643422-Exhibit%20L%20DRAFT%20Service%20Agreement.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643423-25260036N%20AZ%20Addendum%201.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666542-25260036N%20AZ%20Addendum%202.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643420-25260036N%20AZ%20ITN%20Document.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643425-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643424-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643421-Exhibit%20B%20Price%20Schedule%20v2.xlsx
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643422-Exhibit%20L%20DRAFT%20Service%20Agreement.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643423-25260036N%20AZ%20Addendum%201.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666542-25260036N%20AZ%20Addendum%202.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643420-25260036N%20AZ%20ITN%20Document.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643425-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643424-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643421-Exhibit%20B%20Price%20Schedule%20v2.xlsx
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643422-Exhibit%20L%20DRAFT%20Service%20Agreement.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643423-25260036N%20AZ%20Addendum%201.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666542-25260036N%20AZ%20Addendum%202.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643420-25260036N%20AZ%20ITN%20Document.pdf
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643425-Category%20Two%20Basic%20Maintenance%20of%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643424-Category%20Two%20Internal%20Connections%20Version%2021.0.xlsm
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643421-Exhibit%20B%20Price%20Schedule%20v2.xlsx
260006411,127671,SEMINOLE COUNTY SCHOOL DIST,Seminole County Public Schools,2026,2025-11-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20666555-USAC_FCC_FORM_470_APPLICATION_260006411_CERTIFIED.pdf,https://publicdata.usac.org/EPC/Prd/Form470/260006411/127671/20643422-Exhibit%20L%20DRAFT%20Service%20Agreement.pdf
